county_name,state_name,year,area_deprivation_index_percent,Full_Name,EstimateGiniIndex_2020
Emmons County,North Dakota,2020,30,"Emmons County, North Dakota",0.4556
Foster County,North Dakota,2020,9,"Foster County, North Dakota",0.395
Golden Valley County,North Dakota,2020,27,"Golden Valley County, North Dakota",0.4474
Grand Forks County,North Dakota,2020,34,"Grand Forks County, North Dakota",0.4814
Grant County,North Dakota,2020,25,"Grant County, North Dakota",0.5165
Griggs County,North Dakota,2020,28,"Griggs County, North Dakota",0.463
Hettinger County,North Dakota,2020,28,"Hettinger County, North Dakota",0.4832
Kidder County,North Dakota,2020,41,"Kidder County, North Dakota",0.4679
LaMoure County,North Dakota,2020,28,"LaMoure County, North Dakota",0.4697
Logan County,North Dakota,2020,29,"Logan County, North Dakota",0.4371
McHenry County,North Dakota,2020,18,"McHenry County, North Dakota",0.4805
McIntosh County,North Dakota,2020,49,"McIntosh County, North Dakota",0.4493
McKenzie County,North Dakota,2020,21,"McKenzie County, North Dakota",0.4616
McLean County,North Dakota,2020,15,"McLean County, North Dakota",0.4121
Mercer County,North Dakota,2020,11,"Mercer County, North Dakota",0.3883
Morton County,North Dakota,2020,11,"Morton County, North Dakota",0.4587
Mountrail County,North Dakota,2020,30,"Mountrail County, North Dakota",0.4752
Nelson County,North Dakota,2020,27,"Nelson County, North Dakota",0.4554
Oliver County,North Dakota,2020,21,"Oliver County, North Dakota",0.4072
Pembina County,North Dakota,2020,20,"Pembina County, North Dakota",0.4405
Pierce County,North Dakota,2020,34,"Pierce County, North Dakota",0.4546
Ramsey County,North Dakota,2020,26,"Ramsey County, North Dakota",0.4946
Ransom County,North Dakota,2020,17,"Ransom County, North Dakota",0.433
Renville County,North Dakota,2020,9,"Renville County, North Dakota",0.3848
Richland County,North Dakota,2020,25,"Richland County, North Dakota",0.4119
Rolette County,North Dakota,2020,94,"Rolette County, North Dakota",0.5039
Sargent County,North Dakota,2020,13,"Sargent County, North Dakota",0.3781
Sheridan County,North Dakota,2020,52,"Sheridan County, North Dakota",0.4789
Sioux County,North Dakota,2020,99,"Sioux County, North Dakota",0.5365
Slope County,North Dakota,2020,6,"Slope County, North Dakota",0.3953
Stark County,North Dakota,2020,14,"Stark County, North Dakota",0.4461
Steele County,North Dakota,2020,7,"Steele County, North Dakota",0.416
Stutsman County,North Dakota,2020,29,"Stutsman County, North Dakota",0.4359
Towner County,North Dakota,2020,34,"Towner County, North Dakota",0.4878
Traill County,North Dakota,2020,15,"Traill County, North Dakota",0.4338
Walsh County,North Dakota,2020,42,"Walsh County, North Dakota",0.4336
Ward County,North Dakota,2020,11,"Ward County, North Dakota",0.421
Wells County,North Dakota,2020,20,"Wells County, North Dakota",0.446
Williams County,North Dakota,2020,14,"Williams County, North Dakota",0.4397
Adams County,Ohio,2020,91,"Adams County, Ohio",0.4933
Allen County,Ohio,2020,56,"Allen County, Ohio",0.4417
Ashland County,Ohio,2020,46,"Ashland County, Ohio",0.4087
Ashtabula County,Ohio,2020,75,"Ashtabula County, Ohio",0.4439
Athens County,Ohio,2020,77,"Athens County, Ohio",0.5096
Auglaize County,Ohio,2020,21,"Auglaize County, Ohio",0.3997
Belmont County,Ohio,2020,46,"Belmont County, Ohio",0.4448
Brown County,Ohio,2020,54,"Brown County, Ohio",0.4129
Butler County,Ohio,2020,19,"Butler County, Ohio",0.4424
Carroll County,Ohio,2020,43,"Carroll County, Ohio",0.442
Champaign County,Ohio,2020,38,"Champaign County, Ohio",0.3797
Clark County,Ohio,2020,60,"Clark County, Ohio",0.4305
Clermont County,Ohio,2020,13,"Clermont County, Ohio",0.4403
Clinton County,Ohio,2020,50,"Clinton County, Ohio",0.4484
Columbiana County,Ohio,2020,55,"Columbiana County, Ohio",0.4472
Coshocton County,Ohio,2020,77,"Coshocton County, Ohio",0.424
Crawford County,Ohio,2020,60,"Crawford County, Ohio",0.4447
Cuyahoga County,Ohio,2020,54,"Cuyahoga County, Ohio",0.5124
Darke County,Ohio,2020,39,"Darke County, Ohio",0.4017
Defiance County,Ohio,2020,29,"Defiance County, Ohio",0.4009
Delaware County,Ohio,2020,1,"Delaware County, Ohio",0.4279
Erie County,Ohio,2020,36,"Erie County, Ohio",0.4559
Fairfield County,Ohio,2020,13,"Fairfield County, Ohio",0.4244
Fayette County,Ohio,2020,67,"Fayette County, Ohio",0.4324
Franklin County,Ohio,2020,30,"Franklin County, Ohio",0.4658
Fulton County,Ohio,2020,26,"Fulton County, Ohio",0.3969
Gallia County,Ohio,2020,75,"Gallia County, Ohio",0.4454
Geauga County,Ohio,2020,6,"Geauga County, Ohio",0.4657
Greene County,Ohio,2020,12,"Greene County, Ohio",0.4444
Guernsey County,Ohio,2020,72,"Guernsey County, Ohio",0.4348
Hamilton County,Ohio,2020,38,"Hamilton County, Ohio",0.5021
Hancock County,Ohio,2020,25,"Hancock County, Ohio",0.432
Hardin County,Ohio,2020,62,"Hardin County, Ohio",0.3957
Harrison County,Ohio,2020,69,"Harrison County, Ohio",0.4122
Henry County,Ohio,2020,24,"Henry County, Ohio",0.3783
Highland County,Ohio,2020,75,"Highland County, Ohio",0.4428
Hocking County,Ohio,2020,50,"Hocking County, Ohio",0.4113
Holmes County,Ohio,2020,97,"Holmes County, Ohio",0.4275
Huron County,Ohio,2020,55,"Huron County, Ohio",0.4122
Jackson County,Ohio,2020,79,"Jackson County, Ohio",0.4133
Jefferson County,Ohio,2020,62,"Jefferson County, Ohio",0.4718
Knox County,Ohio,2020,43,"Knox County, Ohio",0.4026
Lake County,Ohio,2020,11,"Lake County, Ohio",0.4198
Lawrence County,Ohio,2020,66,"Lawrence County, Ohio",0.4483
Licking County,Ohio,2020,17,"Licking County, Ohio",0.4296
Logan County,Ohio,2020,45,"Logan County, Ohio",0.42
Lorain County,Ohio,2020,33,"Lorain County, Ohio",0.448
Lucas County,Ohio,2020,63,"Lucas County, Ohio",0.488
Madison County,Ohio,2020,27,"Madison County, Ohio",0.4102
Mahoning County,Ohio,2020,57,"Mahoning County, Ohio",0.4736
Marion County,Ohio,2020,66,"Marion County, Ohio",0.4336
Medina County,Ohio,2020,5,"Medina County, Ohio",0.4089
Meigs County,Ohio,2020,78,"Meigs County, Ohio",0.4669
Mercer County,Ohio,2020,22,"Mercer County, Ohio",0.4078
Miami County,Ohio,2020,23,"Miami County, Ohio",0.4175
Monroe County,Ohio,2020,70,"Monroe County, Ohio",0.4625
Montgomery County,Ohio,2020,52,"Montgomery County, Ohio",0.467
Morgan County,Ohio,2020,76,"Morgan County, Ohio",0.4449
Morrow County,Ohio,2020,35,"Morrow County, Ohio",0.4165
Muskingum County,Ohio,2020,62,"Muskingum County, Ohio",0.4492
Noble County,Ohio,2020,51,"Noble County, Ohio",0.4543
Ottawa County,Ohio,2020,21,"Ottawa County, Ohio",0.4236
Paulding County,Ohio,2020,45,"Paulding County, Ohio",0.4027
Perry County,Ohio,2020,73,"Perry County, Ohio",0.4149
Pickaway County,Ohio,2020,25,"Pickaway County, Ohio",0.403
Pike County,Ohio,2020,82,"Pike County, Ohio",0.4377
Portage County,Ohio,2020,23,"Portage County, Ohio",0.4495
Preble County,Ohio,2020,33,"Preble County, Ohio",0.4024
Putnam County,Ohio,2020,12,"Putnam County, Ohio",0.3865
Richland County,Ohio,2020,60,"Richland County, Ohio",0.43
Ross County,Ohio,2020,63,"Ross County, Ohio",0.4466
Sandusky County,Ohio,2020,49,"Sandusky County, Ohio",0.4149
Scioto County,Ohio,2020,81,"Scioto County, Ohio",0.4926
Seneca County,Ohio,2020,51,"Seneca County, Ohio",0.4288
Shelby County,Ohio,2020,31,"Shelby County, Ohio",0.4059
Stark County,Ohio,2020,40,"Stark County, Ohio",0.4383
Summit County,Ohio,2020,36,"Summit County, Ohio",0.4687
Trumbull County,Ohio,2020,57,"Trumbull County, Ohio",0.4494
Tuscarawas County,Ohio,2020,53,"Tuscarawas County, Ohio",0.4172
Union County,Ohio,2020,6,"Union County, Ohio",0.4045
Van Wert County,Ohio,2020,40,"Van Wert County, Ohio",0.415
Vinton County,Ohio,2020,87,"Vinton County, Ohio",0.4146
Warren County,Ohio,2020,3,"Warren County, Ohio",0.427
Washington County,Ohio,2020,44,"Washington County, Ohio",0.4593
Wayne County,Ohio,2020,50,"Wayne County, Ohio",0.4231
Williams County,Ohio,2020,43,"Williams County, Ohio",0.4008
Wood County,Ohio,2020,15,"Wood County, Ohio",0.4531
Wyandot County,Ohio,2020,38,"Wyandot County, Ohio",0.4119
Adair County,Oklahoma,2020,96,"Adair County, Oklahoma",0.4606
Alfalfa County,Oklahoma,2020,37,"Alfalfa County, Oklahoma",0.4764
Atoka County,Oklahoma,2020,86,"Atoka County, Oklahoma",0.4879
Beaver County,Oklahoma,2020,55,"Beaver County, Oklahoma",0.4219
Beckham County,Oklahoma,2020,54,"Beckham County, Oklahoma",0.4498
Blaine County,Oklahoma,2020,60,"Blaine County, Oklahoma",0.4485
Bryan County,Oklahoma,2020,70,"Bryan County, Oklahoma",0.4664
Caddo County,Oklahoma,2020,79,"Caddo County, Oklahoma",0.4462
Canadian County,Oklahoma,2020,9,"Canadian County, Oklahoma",0.4011
Carter County,Oklahoma,2020,62,"Carter County, Oklahoma",0.453
Cherokee County,Oklahoma,2020,76,"Cherokee County, Oklahoma",0.454
Choctaw County,Oklahoma,2020,96,"Choctaw County, Oklahoma",0.5136
Cimarron County,Oklahoma,2020,56,"Cimarron County, Oklahoma",0.4623
Cleveland County,Oklahoma,2020,17,"Cleveland County, Oklahoma",0.4317
Coal County,Oklahoma,2020,85,"Coal County, Oklahoma",0.5063
Comanche County,Oklahoma,2020,56,"Comanche County, Oklahoma",0.45
Cotton County,Oklahoma,2020,68,"Cotton County, Oklahoma",0.3936
Craig County,Oklahoma,2020,72,"Craig County, Oklahoma",0.4231
Creek County,Oklahoma,2020,52,"Creek County, Oklahoma",0.4484
Custer County,Oklahoma,2020,71,"Custer County, Oklahoma",0.476
Delaware County,Oklahoma,2020,73,"Delaware County, Oklahoma",0.4579
Dewey County,Oklahoma,2020,42,"Dewey County, Oklahoma",0.4872
Ellis County,Oklahoma,2020,55,"Ellis County, Oklahoma",0.4598
Garfield County,Oklahoma,2020,55,"Garfield County, Oklahoma",0.4362
Garvin County,Oklahoma,2020,67,"Garvin County, Oklahoma",0.4411
Grady County,Oklahoma,2020,32,"Grady County, Oklahoma",0.4407
Grant County,Oklahoma,2020,27,"Grant County, Oklahoma",0.4029
Greer County,Oklahoma,2020,85,"Greer County, Oklahoma",0.4462
Harmon County,Oklahoma,2020,85,"Harmon County, Oklahoma",0.4384
Harper County,Oklahoma,2020,45,"Harper County, Oklahoma",0.426
Haskell County,Oklahoma,2020,83,"Haskell County, Oklahoma",0.4455
Hughes County,Oklahoma,2020,83,"Hughes County, Oklahoma",0.4893
Jackson County,Oklahoma,2020,78,"Jackson County, Oklahoma",0.4334
Jefferson County,Oklahoma,2020,90,"Jefferson County, Oklahoma",0.435
Johnston County,Oklahoma,2020,81,"Johnston County, Oklahoma",0.4454
Kay County,Oklahoma,2020,70,"Kay County, Oklahoma",0.4459
Kingfisher County,Oklahoma,2020,34,"Kingfisher County, Oklahoma",0.4627
Kiowa County,Oklahoma,2020,81,"Kiowa County, Oklahoma",0.4318
Latimer County,Oklahoma,2020,80,"Latimer County, Oklahoma",0.4819
Le Flore County,Oklahoma,2020,84,"Le Flore County, Oklahoma",0.4561
Lincoln County,Oklahoma,2020,52,"Lincoln County, Oklahoma",0.4479
Logan County,Oklahoma,2020,27,"Logan County, Oklahoma",0.4515
Love County,Oklahoma,2020,58,"Love County, Oklahoma",0.3903
McClain County,Oklahoma,2020,15,"McClain County, Oklahoma",0.4153
McCurtain County,Oklahoma,2020,92,"McCurtain County, Oklahoma",0.4526
McIntosh County,Oklahoma,2020,83,"McIntosh County, Oklahoma",0.4598
Major County,Oklahoma,2020,35,"Major County, Oklahoma",0.4344
Marshall County,Oklahoma,2020,74,"Marshall County, Oklahoma",0.4522
Mayes County,Oklahoma,2020,66,"Mayes County, Oklahoma",0.4267
Murray County,Oklahoma,2020,60,"Murray County, Oklahoma",0.4402
Muskogee County,Oklahoma,2020,75,"Muskogee County, Oklahoma",0.4736
Noble County,Oklahoma,2020,47,"Noble County, Oklahoma",0.4474
Nowata County,Oklahoma,2020,67,"Nowata County, Oklahoma",0.4238
Okfuskee County,Oklahoma,2020,91,"Okfuskee County, Oklahoma",0.4407
Oklahoma County,Oklahoma,2020,49,"Oklahoma County, Oklahoma",0.4891
Okmulgee County,Oklahoma,2020,79,"Okmulgee County, Oklahoma",0.457
Osage County,Oklahoma,2020,55,"Osage County, Oklahoma",0.4414
Ottawa County,Oklahoma,2020,83,"Ottawa County, Oklahoma",0.4457
Pawnee County,Oklahoma,2020,60,"Pawnee County, Oklahoma",0.4398
Payne County,Oklahoma,2020,58,"Payne County, Oklahoma",0.5249
Pittsburg County,Oklahoma,2020,65,"Pittsburg County, Oklahoma",0.4574
Pontotoc County,Oklahoma,2020,51,"Pontotoc County, Oklahoma",0.444
Pottawatomie County,Oklahoma,2020,59,"Pottawatomie County, Oklahoma",0.4419
Pushmataha County,Oklahoma,2020,86,"Pushmataha County, Oklahoma",0.4956
Roger Mills County,Oklahoma,2020,56,"Roger Mills County, Oklahoma",0.4868
Rogers County,Oklahoma,2020,16,"Rogers County, Oklahoma",0.4257
Seminole County,Oklahoma,2020,86,"Seminole County, Oklahoma",0.4516
Sequoyah County,Oklahoma,2020,90,"Sequoyah County, Oklahoma",0.4479
Stephens County,Oklahoma,2020,61,"Stephens County, Oklahoma",0.4557
Texas County,Oklahoma,2020,79,"Texas County, Oklahoma",0.3884
Tillman County,Oklahoma,2020,89,"Tillman County, Oklahoma",0.4626
Tulsa County,Oklahoma,2020,43,"Tulsa County, Oklahoma",0.4825
Wagoner County,Oklahoma,2020,21,"Wagoner County, Oklahoma",0.3988
Washington County,Oklahoma,2020,40,"Washington County, Oklahoma",0.4836
Washita County,Oklahoma,2020,51,"Washita County, Oklahoma",0.4394
Woods County,Oklahoma,2020,45,"Woods County, Oklahoma",0.4352
Woodward County,Oklahoma,2020,42,"Woodward County, Oklahoma",0.4364
Baker County,Oregon,2020,56,"Baker County, Oregon",0.4385
Benton County,Oregon,2020,14,"Benton County, Oregon",0.4861
Clackamas County,Oregon,2020,4,"Clackamas County, Oregon",0.4464
Clatsop County,Oregon,2020,23,"Clatsop County, Oregon",0.4145
Columbia County,Oregon,2020,23,"Columbia County, Oregon",0.4201
Coos County,Oregon,2020,63,"Coos County, Oregon",0.4743
Crook County,Oregon,2020,51,"Crook County, Oregon",0.4245
Curry County,Oregon,2020,42,"Curry County, Oregon",0.447
Deschutes County,Oregon,2020,9,"Deschutes County, Oregon",0.4462
Douglas County,Oregon,2020,53,"Douglas County, Oregon",0.4377
Gilliam County,Oregon,2020,52,"Gilliam County, Oregon",0.3959
Grant County,Oregon,2020,49,"Grant County, Oregon",0.4287
Harney County,Oregon,2020,62,"Harney County, Oregon",0.4398
Hood River County,Oregon,2020,22,"Hood River County, Oregon",0.4428
Jackson County,Oregon,2020,39,"Jackson County, Oregon",0.4656
Jefferson County,Oregon,2020,63,"Jefferson County, Oregon",0.4133
Josephine County,Oregon,2020,57,"Josephine County, Oregon",0.4644
Klamath County,Oregon,2020,71,"Klamath County, Oregon",0.4432
Lake County,Oregon,2020,76,"Lake County, Oregon",0.4424
Lane County,Oregon,2020,39,"Lane County, Oregon",0.4637
Lincoln County,Oregon,2020,49,"Lincoln County, Oregon",0.4448
Linn County,Oregon,2020,41,"Linn County, Oregon",0.4258
Malheur County,Oregon,2020,89,"Malheur County, Oregon",0.4467
Marion County,Oregon,2020,51,"Marion County, Oregon",0.4312
Morrow County,Oregon,2020,77,"Morrow County, Oregon",0.3915
Multnomah County,Oregon,2020,15,"Multnomah County, Oregon",0.4766
Polk County,Oregon,2020,27,"Polk County, Oregon",0.4294
Sherman County,Oregon,2020,38,"Sherman County, Oregon",0.5114
Tillamook County,Oregon,2020,41,"Tillamook County, Oregon",0.443
Umatilla County,Oregon,2020,77,"Umatilla County, Oregon",0.4391
Union County,Oregon,2020,52,"Union County, Oregon",0.4622
Wallowa County,Oregon,2020,45,"Wallowa County, Oregon",0.4563
Wasco County,Oregon,2020,48,"Wasco County, Oregon",0.4173
Washington County,Oregon,2020,6,"Washington County, Oregon",0.4268
Wheeler County,Oregon,2020,63,"Wheeler County, Oregon",0.4361
Yamhill County,Oregon,2020,26,"Yamhill County, Oregon",0.4472
Adams County,Pennsylvania,2020,13,"Adams County, Pennsylvania",0.3982
Allegheny County,Pennsylvania,2020,17,"Allegheny County, Pennsylvania",0.4869
Armstrong County,Pennsylvania,2020,47,"Armstrong County, Pennsylvania",0.4155
Beaver County,Pennsylvania,2020,25,"Beaver County, Pennsylvania",0.4248
Bedford County,Pennsylvania,2020,48,"Bedford County, Pennsylvania",0.4192
Berks County,Pennsylvania,2020,32,"Berks County, Pennsylvania",0.4393
Blair County,Pennsylvania,2020,44,"Blair County, Pennsylvania",0.4448
