county_name,state_name,year,area_deprivation_index_percent,Full_Name,EstimateGiniIndex_2020
Taney County,Missouri,2020,64,"Taney County, Missouri",0.4165
Texas County,Missouri,2020,85,"Texas County, Missouri",0.464
Vernon County,Missouri,2020,59,"Vernon County, Missouri",0.4589
Warren County,Missouri,2020,41,"Warren County, Missouri",0.4258
Washington County,Missouri,2020,88,"Washington County, Missouri",0.428
Wayne County,Missouri,2020,93,"Wayne County, Missouri",0.4427
Webster County,Missouri,2020,69,"Webster County, Missouri",0.4132
Worth County,Missouri,2020,57,"Worth County, Missouri",0.388
Wright County,Missouri,2020,95,"Wright County, Missouri",0.4908
St. Louis city,Missouri,2020,81,"St. Louis city, Missouri",0.5081
Beaverhead County,Montana,2020,32,"Beaverhead County, Montana",0.4963
Big Horn County,Montana,2020,95,"Big Horn County, Montana",0.4254
Blaine County,Montana,2020,93,"Blaine County, Montana",0.4288
Broadwater County,Montana,2020,12,"Broadwater County, Montana",0.432
Carbon County,Montana,2020,12,"Carbon County, Montana",0.4125
Carter County,Montana,2020,20,"Carter County, Montana",0.5126
Cascade County,Montana,2020,37,"Cascade County, Montana",0.4691
Chouteau County,Montana,2020,57,"Chouteau County, Montana",0.435
Custer County,Montana,2020,32,"Custer County, Montana",0.4275
Daniels County,Montana,2020,8,"Daniels County, Montana",0.4329
Dawson County,Montana,2020,16,"Dawson County, Montana",0.4189
Deer Lodge County,Montana,2020,68,"Deer Lodge County, Montana",0.4577
Fallon County,Montana,2020,19,"Fallon County, Montana",0.4237
Fergus County,Montana,2020,30,"Fergus County, Montana",0.4311
Flathead County,Montana,2020,17,"Flathead County, Montana",0.4546
Gallatin County,Montana,2020,7,"Gallatin County, Montana",0.4626
Garfield County,Montana,2020,21,"Garfield County, Montana",0.4657
Glacier County,Montana,2020,94,"Glacier County, Montana",0.5209
Golden Valley County,Montana,2020,36,"Golden Valley County, Montana",0.4489
Granite County,Montana,2020,29,"Granite County, Montana",0.4779
Hill County,Montana,2020,63,"Hill County, Montana",0.4324
Jefferson County,Montana,2020,7,"Jefferson County, Montana",0.4061
Judith Basin County,Montana,2020,39,"Judith Basin County, Montana",0.4585
Lake County,Montana,2020,54,"Lake County, Montana",0.468
Lewis and Clark County,Montana,2020,9,"Lewis and Clark County, Montana",0.4103
Liberty County,Montana,2020,76,"Liberty County, Montana",0.5684
Lincoln County,Montana,2020,63,"Lincoln County, Montana",0.4779
McCone County,Montana,2020,14,"McCone County, Montana",0.4
Madison County,Montana,2020,15,"Madison County, Montana",0.4432
Meagher County,Montana,2020,23,"Meagher County, Montana",0.4024
Mineral County,Montana,2020,60,"Mineral County, Montana",0.4565
Missoula County,Montana,2020,19,"Missoula County, Montana",0.4767
Musselshell County,Montana,2020,61,"Musselshell County, Montana",0.4199
Park County,Montana,2020,15,"Park County, Montana",0.4446
Petroleum County,Montana,2020,12,"Petroleum County, Montana",0.4212
Phillips County,Montana,2020,46,"Phillips County, Montana",0.4175
Pondera County,Montana,2020,54,"Pondera County, Montana",0.4544
Powder River County,Montana,2020,24,"Powder River County, Montana",0.3945
Powell County,Montana,2020,46,"Powell County, Montana",0.4138
Prairie County,Montana,2020,19,"Prairie County, Montana",0.4494
Ravalli County,Montana,2020,29,"Ravalli County, Montana",0.4613
Richland County,Montana,2020,17,"Richland County, Montana",0.3919
Roosevelt County,Montana,2020,96,"Roosevelt County, Montana",0.4791
Rosebud County,Montana,2020,88,"Rosebud County, Montana",0.4289
Sanders County,Montana,2020,65,"Sanders County, Montana",0.4663
Sheridan County,Montana,2020,17,"Sheridan County, Montana",0.4513
Silver Bow County,Montana,2020,62,"Silver Bow County, Montana",0.4806
Stillwater County,Montana,2020,9,"Stillwater County, Montana",0.3948
Sweet Grass County,Montana,2020,13,"Sweet Grass County, Montana",0.4258
Teton County,Montana,2020,29,"Teton County, Montana",0.4289
Toole County,Montana,2020,65,"Toole County, Montana",0.4844
Treasure County,Montana,2020,46,"Treasure County, Montana",0.4012
Valley County,Montana,2020,20,"Valley County, Montana",0.409
Wheatland County,Montana,2020,80,"Wheatland County, Montana",0.412
Wibaux County,Montana,2020,47,"Wibaux County, Montana",0.3573
Yellowstone County,Montana,2020,16,"Yellowstone County, Montana",0.4586
Adams County,Nebraska,2020,39,"Adams County, Nebraska",0.4607
Antelope County,Nebraska,2020,36,"Antelope County, Nebraska",0.4315
Arthur County,Nebraska,2020,12,"Arthur County, Nebraska",0.4665
Banner County,Nebraska,2020,17,"Banner County, Nebraska",0.5146
Blaine County,Nebraska,2020,18,"Blaine County, Nebraska",0.3731
Boone County,Nebraska,2020,18,"Boone County, Nebraska",0.4191
Box Butte County,Nebraska,2020,38,"Box Butte County, Nebraska",0.3908
Boyd County,Nebraska,2020,26,"Boyd County, Nebraska",0.4468
Brown County,Nebraska,2020,49,"Brown County, Nebraska",0.4766
Buffalo County,Nebraska,2020,25,"Buffalo County, Nebraska",0.4498
Burt County,Nebraska,2020,36,"Burt County, Nebraska",0.43
Butler County,Nebraska,2020,28,"Butler County, Nebraska",0.3874
Cass County,Nebraska,2020,6,"Cass County, Nebraska",0.3927
Cedar County,Nebraska,2020,12,"Cedar County, Nebraska",0.4171
Chase County,Nebraska,2020,18,"Chase County, Nebraska",0.382
Cherry County,Nebraska,2020,29,"Cherry County, Nebraska",0.4118
Cheyenne County,Nebraska,2020,19,"Cheyenne County, Nebraska",0.4309
Clay County,Nebraska,2020,37,"Clay County, Nebraska",0.3962
Colfax County,Nebraska,2020,79,"Colfax County, Nebraska",0.3744
Cuming County,Nebraska,2020,36,"Cuming County, Nebraska",0.4142
Custer County,Nebraska,2020,51,"Custer County, Nebraska",0.5024
Dakota County,Nebraska,2020,87,"Dakota County, Nebraska",0.4173
Dawes County,Nebraska,2020,32,"Dawes County, Nebraska",0.4053
Dawson County,Nebraska,2020,73,"Dawson County, Nebraska",0.4144
Deuel County,Nebraska,2020,38,"Deuel County, Nebraska",0.405
Dixon County,Nebraska,2020,37,"Dixon County, Nebraska",0.4033
Dodge County,Nebraska,2020,50,"Dodge County, Nebraska",0.4282
Douglas County,Nebraska,2020,21,"Douglas County, Nebraska",0.4694
Dundy County,Nebraska,2020,53,"Dundy County, Nebraska",0.4248
Fillmore County,Nebraska,2020,21,"Fillmore County, Nebraska",0.443
Franklin County,Nebraska,2020,28,"Franklin County, Nebraska",0.4146
Frontier County,Nebraska,2020,22,"Frontier County, Nebraska",0.442
Furnas County,Nebraska,2020,44,"Furnas County, Nebraska",0.4205
Gage County,Nebraska,2020,34,"Gage County, Nebraska",0.4123
Garden County,Nebraska,2020,22,"Garden County, Nebraska",0.5065
Garfield County,Nebraska,2020,25,"Garfield County, Nebraska",0.4097
Gosper County,Nebraska,2020,9,"Gosper County, Nebraska",0.4128
Grant County,Nebraska,2020,43,"Grant County, Nebraska",0.442
Greeley County,Nebraska,2020,29,"Greeley County, Nebraska",0.409
Hall County,Nebraska,2020,59,"Hall County, Nebraska",0.4407
Hamilton County,Nebraska,2020,8,"Hamilton County, Nebraska",0.38
Harlan County,Nebraska,2020,21,"Harlan County, Nebraska",0.4092
Hayes County,Nebraska,2020,44,"Hayes County, Nebraska",0.4539
Hitchcock County,Nebraska,2020,45,"Hitchcock County, Nebraska",0.4533
Holt County,Nebraska,2020,16,"Holt County, Nebraska",0.4124
Hooker County,Nebraska,2020,32,"Hooker County, Nebraska",0.4188
Howard County,Nebraska,2020,22,"Howard County, Nebraska",0.3737
Jefferson County,Nebraska,2020,44,"Jefferson County, Nebraska",0.4558
Johnson County,Nebraska,2020,46,"Johnson County, Nebraska",0.4187
Kearney County,Nebraska,2020,19,"Kearney County, Nebraska",0.4245
Keith County,Nebraska,2020,37,"Keith County, Nebraska",0.4243
Keya Paha County,Nebraska,2020,11,"Keya Paha County, Nebraska",0.4274
Kimball County,Nebraska,2020,54,"Kimball County, Nebraska",0.3932
Knox County,Nebraska,2020,40,"Knox County, Nebraska",0.4171
Lancaster County,Nebraska,2020,19,"Lancaster County, Nebraska",0.4418
Lincoln County,Nebraska,2020,30,"Lincoln County, Nebraska",0.437
Logan County,Nebraska,2020,13,"Logan County, Nebraska",0.3482
Loup County,Nebraska,2020,8,"Loup County, Nebraska",0.3999
McPherson County,Nebraska,2020,30,"McPherson County, Nebraska",0.4108
Madison County,Nebraska,2020,46,"Madison County, Nebraska",0.4362
Merrick County,Nebraska,2020,33,"Merrick County, Nebraska",0.4206
Morrill County,Nebraska,2020,44,"Morrill County, Nebraska",0.4246
Nance County,Nebraska,2020,36,"Nance County, Nebraska",0.4803
Nemaha County,Nebraska,2020,29,"Nemaha County, Nebraska",0.4225
Nuckolls County,Nebraska,2020,30,"Nuckolls County, Nebraska",0.4505
Otoe County,Nebraska,2020,27,"Otoe County, Nebraska",0.4194
Pawnee County,Nebraska,2020,55,"Pawnee County, Nebraska",0.4557
Perkins County,Nebraska,2020,9,"Perkins County, Nebraska",0.4365
Phelps County,Nebraska,2020,15,"Phelps County, Nebraska",0.4224
Pierce County,Nebraska,2020,20,"Pierce County, Nebraska",0.4048
Platte County,Nebraska,2020,25,"Platte County, Nebraska",0.4135
Polk County,Nebraska,2020,22,"Polk County, Nebraska",0.398
Red Willow County,Nebraska,2020,37,"Red Willow County, Nebraska",0.4174
Richardson County,Nebraska,2020,41,"Richardson County, Nebraska",0.4305
Rock County,Nebraska,2020,14,"Rock County, Nebraska",0.436
Saline County,Nebraska,2020,64,"Saline County, Nebraska",0.3916
Sarpy County,Nebraska,2020,5,"Sarpy County, Nebraska",0.3841
Saunders County,Nebraska,2020,11,"Saunders County, Nebraska",0.3904
Scotts Bluff County,Nebraska,2020,50,"Scotts Bluff County, Nebraska",0.4602
Seward County,Nebraska,2020,11,"Seward County, Nebraska",0.3992
Sheridan County,Nebraska,2020,54,"Sheridan County, Nebraska",0.477
Sherman County,Nebraska,2020,29,"Sherman County, Nebraska",0.3968
Sioux County,Nebraska,2020,26,"Sioux County, Nebraska",0.402
Stanton County,Nebraska,2020,24,"Stanton County, Nebraska",0.411
Thayer County,Nebraska,2020,26,"Thayer County, Nebraska",0.4002
Thomas County,Nebraska,2020,20,"Thomas County, Nebraska",0.4075
Thurston County,Nebraska,2020,95,"Thurston County, Nebraska",0.4761
Valley County,Nebraska,2020,19,"Valley County, Nebraska",0.4459
Washington County,Nebraska,2020,6,"Washington County, Nebraska",0.4039
Wayne County,Nebraska,2020,17,"Wayne County, Nebraska",0.4235
Webster County,Nebraska,2020,40,"Webster County, Nebraska",0.463
Wheeler County,Nebraska,2020,40,"Wheeler County, Nebraska",0.3644
York County,Nebraska,2020,19,"York County, Nebraska",0.4588
Churchill County,Nevada,2020,44,"Churchill County, Nevada",0.4112
Clark County,Nevada,2020,49,"Clark County, Nevada",0.4614
Douglas County,Nevada,2020,7,"Douglas County, Nevada",0.4382
Elko County,Nevada,2020,28,"Elko County, Nevada",0.3866
Esmeralda County,Nevada,2020,54,"Esmeralda County, Nevada",0.3543
Eureka County,Nevada,2020,22,"Eureka County, Nevada",0.3971
Humboldt County,Nevada,2020,37,"Humboldt County, Nevada",0.3659
Lander County,Nevada,2020,62,"Lander County, Nevada",0.3551
Lincoln County,Nevada,2020,31,"Lincoln County, Nevada",0.368
Lyon County,Nevada,2020,36,"Lyon County, Nevada",0.3962
Mineral County,Nevada,2020,90,"Mineral County, Nevada",0.4289
Nye County,Nevada,2020,64,"Nye County, Nevada",0.4194
Pershing County,Nevada,2020,70,"Pershing County, Nevada",0.4214
Storey County,Nevada,2020,4,"Storey County, Nevada",0.4175
Washoe County,Nevada,2020,26,"Washoe County, Nevada",0.4581
White Pine County,Nevada,2020,39,"White Pine County, Nevada",0.3983
Carson City,Nevada,2020,47,"Carson City, Nevada",0.4543
Belknap County,New Hampshire,2020,8,"Belknap County, New Hampshire",0.4292
Carroll County,New Hampshire,2020,10,"Carroll County, New Hampshire",0.4503
Cheshire County,New Hampshire,2020,10,"Cheshire County, New Hampshire",0.4563
Coos County,New Hampshire,2020,43,"Coos County, New Hampshire",0.4356
Grafton County,New Hampshire,2020,10,"Grafton County, New Hampshire",0.4773
Hillsborough County,New Hampshire,2020,5,"Hillsborough County, New Hampshire",0.4299
Merrimack County,New Hampshire,2020,6,"Merrimack County, New Hampshire",0.4285
Rockingham County,New Hampshire,2020,2,"Rockingham County, New Hampshire",0.4199
Strafford County,New Hampshire,2020,8,"Strafford County, New Hampshire",0.432
Sullivan County,New Hampshire,2020,14,"Sullivan County, New Hampshire",0.4179
Atlantic County,New Jersey,2020,36,"Atlantic County, New Jersey",0.4615
Bergen County,New Jersey,2020,2,"Bergen County, New Jersey",0.4776
Burlington County,New Jersey,2020,3,"Burlington County, New Jersey",0.4344
Camden County,New Jersey,2020,19,"Camden County, New Jersey",0.4693
Cape May County,New Jersey,2020,10,"Cape May County, New Jersey",0.4809
Cumberland County,New Jersey,2020,71,"Cumberland County, New Jersey",0.4512
Essex County,New Jersey,2020,43,"Essex County, New Jersey",0.5529
Gloucester County,New Jersey,2020,4,"Gloucester County, New Jersey",0.4148
Hudson County,New Jersey,2020,54,"Hudson County, New Jersey",0.5049
Hunterdon County,New Jersey,2020,1,"Hunterdon County, New Jersey",0.4335
Mercer County,New Jersey,2020,8,"Mercer County, New Jersey",0.4999
Middlesex County,New Jersey,2020,5,"Middlesex County, New Jersey",0.4319
Monmouth County,New Jersey,2020,2,"Monmouth County, New Jersey",0.4729
Morris County,New Jersey,2020,1,"Morris County, New Jersey",0.4579
Ocean County,New Jersey,2020,6,"Ocean County, New Jersey",0.4506
Passaic County,New Jersey,2020,43,"Passaic County, New Jersey",0.4732
Salem County,New Jersey,2020,23,"Salem County, New Jersey",0.4469
Somerset County,New Jersey,2020,1,"Somerset County, New Jersey",0.4566
Sussex County,New Jersey,2020,2,"Sussex County, New Jersey",0.4098
Union County,New Jersey,2020,11,"Union County, New Jersey",0.4973
Warren County,New Jersey,2020,5,"Warren County, New Jersey",0.4182
Bernalillo County,New Mexico,2020,44,"Bernalillo County, New Mexico",0.4751
Catron County,New Mexico,2020,20,"Catron County, New Mexico",0.3511
Chaves County,New Mexico,2020,87,"Chaves County, New Mexico",0.4596
Cibola County,New Mexico,2020,97,"Cibola County, New Mexico",0.4496
Colfax County,New Mexico,2020,77,"Colfax County, New Mexico",0.4482
Curry County,New Mexico,2020,79,"Curry County, New Mexico",0.4559
De Baca County,New Mexico,2020,63,"De Baca County, New Mexico",0.441
Doña Ana County,New Mexico,2020,92,"Doña Ana County, New Mexico",0.4929
Eddy County,New Mexico,2020,54,"Eddy County, New Mexico",0.4269
Grant County,New Mexico,2020,76,"Grant County, New Mexico",0.4905
Guadalupe County,New Mexico,2020,87,"Guadalupe County, New Mexico",0.468
Harding County,New Mexico,2020,76,"Harding County, New Mexico",0.6289
Hidalgo County,New Mexico,2020,94,"Hidalgo County, New Mexico",0.4806
Lea County,New Mexico,2020,83,"Lea County, New Mexico",0.4402
Lincoln County,New Mexico,2020,38,"Lincoln County, New Mexico",0.4789
Los Alamos County,New Mexico,2020,1,"Los Alamos County, New Mexico",0.3941
Luna County,New Mexico,2020,99,"Luna County, New Mexico",0.4835
McKinley County,New Mexico,2020,100,"McKinley County, New Mexico",0.5172
Mora County,New Mexico,2020,89,"Mora County, New Mexico",0.4806
Otero County,New Mexico,2020,78,"Otero County, New Mexico",0.4579
Quay County,New Mexico,2020,88,"Quay County, New Mexico",0.4598
Rio Arriba County,New Mexico,2020,59,"Rio Arriba County, New Mexico",null
Roosevelt County,New Mexico,2020,87,"Roosevelt County, New Mexico",0.4514
Sandoval County,New Mexico,2020,24,"Sandoval County, New Mexico",0.4293
San Juan County,New Mexico,2020,79,"San Juan County, New Mexico",0.4518
San Miguel County,New Mexico,2020,91,"San Miguel County, New Mexico",0.5035
Santa Fe County,New Mexico,2020,19,"Santa Fe County, New Mexico",0.4843
Sierra County,New Mexico,2020,86,"Sierra County, New Mexico",0.5345
Socorro County,New Mexico,2020,90,"Socorro County, New Mexico",0.4782
Taos County,New Mexico,2020,68,"Taos County, New Mexico",0.4874
Torrance County,New Mexico,2020,69,"Torrance County, New Mexico",0.4542
Union County,New Mexico,2020,71,"Union County, New Mexico",0.5052
Valencia County,New Mexico,2020,69,"Valencia County, New Mexico",0.4361
Albany County,New York,2020,11,"Albany County, New York",0.4592
Allegany County,New York,2020,63,"Allegany County, New York",0.4157
Bronx County,New York,2020,100,"Bronx County, New York",0.5105
Broome County,New York,2020,46,"Broome County, New York",0.4591
Cattaraugus County,New York,2020,64,"Cattaraugus County, New York",0.4256
Cayuga County,New York,2020,39,"Cayuga County, New York",0.4267
Chautauqua County,New York,2020,66,"Chautauqua County, New York",0.447
Chemung County,New York,2020,43,"Chemung County, New York",0.4486
Chenango County,New York,2020,49,"Chenango County, New York",0.4279
Clinton County,New York,2020,44,"Clinton County, New York",0.4216
Columbia County,New York,2020,15,"Columbia County, New York",0.4645
Cortland County,New York,2020,35,"Cortland County, New York",0.4354
Delaware County,New York,2020,49,"Delaware County, New York",0.4337
Dutchess County,New York,2020,6,"Dutchess County, New York",0.4453
Erie County,New York,2020,31,"Erie County, New York",0.4668
Essex County,New York,2020,26,"Essex County, New York",0.4302
Franklin County,New York,2020,63,"Franklin County, New York",0.4492
Fulton County,New York,2020,58,"Fulton County, New York",0.4228
Genesee County,New York,2020,27,"Genesee County, New York",0.4073
Greene County,New York,2020,29,"Greene County, New York",0.4411
Hamilton County,New York,2020,37,"Hamilton County, New York",0.3933
Herkimer County,New York,2020,50,"Herkimer County, New York",0.4147
Jefferson County,New York,2020,46,"Jefferson County, New York",0.4181
Kings County,New York,2020,75,"Kings County, New York",0.5273
Lewis County,New York,2020,44,"Lewis County, New York",0.4126
Livingston County,New York,2020,28,"Livingston County, New York",0.415
Madison County,New York,2020,19,"Madison County, New York",0.4212
Monroe County,New York,2020,29,"Monroe County, New York",0.4646
Montgomery County,New York,2020,72,"Montgomery County, New York",0.4576
Nassau County,New York,2020,1,"Nassau County, New York",0.457
New York County,New York,2020,26,"New York County, New York",0.5971
Niagara County,New York,2020,34,"Niagara County, New York",0.4411
Oneida County,New York,2020,49,"Oneida County, New York",0.459
Onondaga County,New York,2020,29,"Onondaga County, New York",0.4633
Ontario County,New York,2020,11,"Ontario County, New York",0.4531
Orange County,New York,2020,9,"Orange County, New York",0.438
Orleans County,New York,2020,52,"Orleans County, New York",0.4141
Oswego County,New York,2020,56,"Oswego County, New York",0.4335
Otsego County,New York,2020,35,"Otsego County, New York",0.4433
Putnam County,New York,2020,1,"Putnam County, New York",0.4245
Queens County,New York,2020,51,"Queens County, New York",0.4515
Rensselaer County,New York,2020,14,"Rensselaer County, New York",0.4317
Richmond County,New York,2020,8,"Richmond County, New York",0.4566
Rockland County,New York,2020,4,"Rockland County, New York",0.4608
St. Lawrence County,New York,2020,60,"St. Lawrence County, New York",0.4407
Saratoga County,New York,2020,4,"Saratoga County, New York",0.4198
Schenectady County,New York,2020,17,"Schenectady County, New York",0.4411
Schoharie County,New York,2020,30,"Schoharie County, New York",0.4227
Schuyler County,New York,2020,39,"Schuyler County, New York",0.4014
Seneca County,New York,2020,39,"Seneca County, New York",0.4318
Steuben County,New York,2020,51,"Steuben County, New York",0.4516
Suffolk County,New York,2020,2,"Suffolk County, New York",0.4423
Sullivan County,New York,2020,46,"Sullivan County, New York",0.4633
Tioga County,New York,2020,23,"Tioga County, New York",0.4292
Tompkins County,New York,2020,18,"Tompkins County, New York",0.4887
Ulster County,New York,2020,13,"Ulster County, New York",0.462
Warren County,New York,2020,14,"Warren County, New York",0.4367
Washington County,New York,2020,39,"Washington County, New York",0.4166
Wayne County,New York,2020,30,"Wayne County, New York",0.4189
Westchester County,New York,2020,3,"Westchester County, New York",0.5405
Wyoming County,New York,2020,34,"Wyoming County, New York",0.4015
Yates County,New York,2020,45,"Yates County, New York",0.4512
Alamance County,North Carolina,2020,58,"Alamance County, North Carolina",0.46
Alexander County,North Carolina,2020,69,"Alexander County, North Carolina",0.4671
Alleghany County,North Carolina,2020,82,"Alleghany County, North Carolina",0.4237
Anson County,North Carolina,2020,88,"Anson County, North Carolina",0.4417
Ashe County,North Carolina,2020,66,"Ashe County, North Carolina",0.447
Avery County,North Carolina,2020,65,"Avery County, North Carolina",0.4715
Beaufort County,North Carolina,2020,65,"Beaufort County, North Carolina",0.4875
Bertie County,North Carolina,2020,90,"Bertie County, North Carolina",0.5027
Bladen County,North Carolina,2020,92,"Bladen County, North Carolina",0.4969
Brunswick County,North Carolina,2020,25,"Brunswick County, North Carolina",0.4461
Buncombe County,North Carolina,2020,23,"Buncombe County, North Carolina",0.4705
Burke County,North Carolina,2020,80,"Burke County, North Carolina",0.4623
Cabarrus County,North Carolina,2020,18,"Cabarrus County, North Carolina",0.432
Caldwell County,North Carolina,2020,75,"Caldwell County, North Carolina",0.4483
Camden County,North Carolina,2020,22,"Camden County, North Carolina",0.368
Carteret County,North Carolina,2020,22,"Carteret County, North Carolina",0.4561
Caswell County,North Carolina,2020,71,"Caswell County, North Carolina",0.4336
Catawba County,North Carolina,2020,53,"Catawba County, North Carolina",0.4536
Chatham County,North Carolina,2020,18,"Chatham County, North Carolina",0.4899
Cherokee County,North Carolina,2020,56,"Cherokee County, North Carolina",0.4123
Chowan County,North Carolina,2020,83,"Chowan County, North Carolina",0.4474
Clay County,North Carolina,2020,58,"Clay County, North Carolina",0.4871
Cleveland County,North Carolina,2020,82,"Cleveland County, North Carolina",0.4694
Columbus County,North Carolina,2020,87,"Columbus County, North Carolina",0.5096
Craven County,North Carolina,2020,51,"Craven County, North Carolina",0.4503
Cumberland County,North Carolina,2020,63,"Cumberland County, North Carolina",0.447
Currituck County,North Carolina,2020,10,"Currituck County, North Carolina",0.3867
Dare County,North Carolina,2020,8,"Dare County, North Carolina",0.4299
Davidson County,North Carolina,2020,61,"Davidson County, North Carolina",0.4345
Davie County,North Carolina,2020,32,"Davie County, North Carolina",0.4494
Duplin County,North Carolina,2020,95,"Duplin County, North Carolina",0.4408
Durham County,North Carolina,2020,30,"Durham County, North Carolina",0.475
Edgecombe County,North Carolina,2020,93,"Edgecombe County, North Carolina",0.472
Forsyth County,North Carolina,2020,50,"Forsyth County, North Carolina",0.4985
Franklin County,North Carolina,2020,46,"Franklin County, North Carolina",0.421
Gaston County,North Carolina,2020,58,"Gaston County, North Carolina",0.4599
Gates County,North Carolina,2020,39,"Gates County, North Carolina",0.397
Graham County,North Carolina,2020,81,"Graham County, North Carolina",0.4418
Granville County,North Carolina,2020,49,"Granville County, North Carolina",0.4291
Greene County,North Carolina,2020,93,"Greene County, North Carolina",0.4337
Guilford County,North Carolina,2020,45,"Guilford County, North Carolina",0.4847
Halifax County,North Carolina,2020,95,"Halifax County, North Carolina",0.4969
Harnett County,North Carolina,2020,56,"Harnett County, North Carolina",0.4177
Haywood County,North Carolina,2020,42,"Haywood County, North Carolina",0.4634
Henderson County,North Carolina,2020,23,"Henderson County, North Carolina",0.435
Hertford County,North Carolina,2020,92,"Hertford County, North Carolina",0.443
Hoke County,North Carolina,2020,68,"Hoke County, North Carolina",0.416
Hyde County,North Carolina,2020,83,"Hyde County, North Carolina",0.3983
Iredell County,North Carolina,2020,27,"Iredell County, North Carolina",0.4736
Jackson County,North Carolina,2020,55,"Jackson County, North Carolina",0.4473
Johnston County,North Carolina,2020,37,"Johnston County, North Carolina",0.4148
Jones County,North Carolina,2020,89,"Jones County, North Carolina",0.4662
Lee County,North Carolina,2020,66,"Lee County, North Carolina",0.4405
Lenoir County,North Carolina,2020,91,"Lenoir County, North Carolina",0.4653
Lincoln County,North Carolina,2020,44,"Lincoln County, North Carolina",0.4575
McDowell County,North Carolina,2020,76,"McDowell County, North Carolina",0.4415
Macon County,North Carolina,2020,49,"Macon County, North Carolina",0.4773
Madison County,North Carolina,2020,64,"Madison County, North Carolina",0.4719
Martin County,North Carolina,2020,77,"Martin County, North Carolina",0.4835
Mecklenburg County,North Carolina,2020,17,"Mecklenburg County, North Carolina",0.4881
Mitchell County,North Carolina,2020,58,"Mitchell County, North Carolina",0.4256
Montgomery County,North Carolina,2020,83,"Montgomery County, North Carolina",0.4786
Moore County,North Carolina,2020,19,"Moore County, North Carolina",0.4681
Nash County,North Carolina,2020,58,"Nash County, North Carolina",0.4735
New Hanover County,North Carolina,2020,26,"New Hanover County, North Carolina",0.4917
Northampton County,North Carolina,2020,89,"Northampton County, North Carolina",0.45
Onslow County,North Carolina,2020,50,"Onslow County, North Carolina",0.4034
Orange County,North Carolina,2020,6,"Orange County, North Carolina",0.5194
Pamlico County,North Carolina,2020,54,"Pamlico County, North Carolina",0.4642
Pasquotank County,North Carolina,2020,58,"Pasquotank County, North Carolina",0.4389
Pender County,North Carolina,2020,33,"Pender County, North Carolina",0.4735
Perquimans County,North Carolina,2020,56,"Perquimans County, North Carolina",0.439
Person County,North Carolina,2020,62,"Person County, North Carolina",0.4414
Pitt County,North Carolina,2020,67,"Pitt County, North Carolina",0.4926
Polk County,North Carolina,2020,26,"Polk County, North Carolina",0.4498
Randolph County,North Carolina,2020,68,"Randolph County, North Carolina",0.4439
Richmond County,North Carolina,2020,92,"Richmond County, North Carolina",0.4628
Robeson County,North Carolina,2020,97,"Robeson County, North Carolina",0.4891
Rockingham County,North Carolina,2020,75,"Rockingham County, North Carolina",0.448
Rowan County,North Carolina,2020,64,"Rowan County, North Carolina",0.451
Rutherford County,North Carolina,2020,75,"Rutherford County, North Carolina",0.4601
Sampson County,North Carolina,2020,91,"Sampson County, North Carolina",0.4817
Scotland County,North Carolina,2020,96,"Scotland County, North Carolina",0.4639
Stanly County,North Carolina,2020,56,"Stanly County, North Carolina",0.4181
Stokes County,North Carolina,2020,60,"Stokes County, North Carolina",0.4293
Surry County,North Carolina,2020,74,"Surry County, North Carolina",0.4805
Swain County,North Carolina,2020,84,"Swain County, North Carolina",0.4656
Transylvania County,North Carolina,2020,46,"Transylvania County, North Carolina",0.4327
Tyrrell County,North Carolina,2020,82,"Tyrrell County, North Carolina",0.4158
Union County,North Carolina,2020,8,"Union County, North Carolina",0.4558
Vance County,North Carolina,2020,93,"Vance County, North Carolina",0.5215
Wake County,North Carolina,2020,5,"Wake County, North Carolina",0.4446
Warren County,North Carolina,2020,81,"Warren County, North Carolina",0.4874
Washington County,North Carolina,2020,95,"Washington County, North Carolina",0.4626
Watauga County,North Carolina,2020,49,"Watauga County, North Carolina",0.5047
Wayne County,North Carolina,2020,79,"Wayne County, North Carolina",0.4707
Wilkes County,North Carolina,2020,75,"Wilkes County, North Carolina",0.4764
Wilson County,North Carolina,2020,82,"Wilson County, North Carolina",0.4681
Yadkin County,North Carolina,2020,71,"Yadkin County, North Carolina",0.4292
Yancey County,North Carolina,2020,71,"Yancey County, North Carolina",0.4431
Adams County,North Dakota,2020,15,"Adams County, North Dakota",0.4604
Barnes County,North Dakota,2020,26,"Barnes County, North Dakota",0.448
Benson County,North Dakota,2020,95,"Benson County, North Dakota",0.5207
Billings County,North Dakota,2020,8,"Billings County, North Dakota",0.4494
Bottineau County,North Dakota,2020,17,"Bottineau County, North Dakota",0.4463
Bowman County,North Dakota,2020,15,"Bowman County, North Dakota",0.431
Burke County,North Dakota,2020,10,"Burke County, North Dakota",0.4247
Burleigh County,North Dakota,2020,8,"Burleigh County, North Dakota",0.433
Cass County,North Dakota,2020,14,"Cass County, North Dakota",0.4708
Cavalier County,North Dakota,2020,12,"Cavalier County, North Dakota",0.4774
Dickey County,North Dakota,2020,17,"Dickey County, North Dakota",0.427
Divide County,North Dakota,2020,13,"Divide County, North Dakota",0.5125
Dunn County,North Dakota,2020,13,"Dunn County, North Dakota",0.5215
Eddy County,North Dakota,2020,41,"Eddy County, North Dakota",0.5029
